t_s,x_meas_cm,x_true_cm,v_true_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
9.439999999999999503e+00,5.000000000050048854e+00,5.000000000050048854e+00,7.652132131048163980e-11,-7.277778379943811160e-11,-5.004885395010205684e-11,-7.277778379943811160e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.460000000000000853e+00,5.000000000051276317e+00,5.000000000051276317e+00,6.136186108691816471e-11,-7.507328092515308526e-11,-5.127631652612762991e-11,-7.507328092515308526e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.480000000000000426e+00,5.000000000052226667e+00,5.000000000052226667e+00,4.753422749930720117e-11,-7.691447478919144487e-11,-5.222666743520676391e-11,-7.691447478919144487e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000000e+00,5.000000000052925664e+00,5.000000000052925664e+00,3.494680463409547034e-11,-7.834000115281014587e-11,-5.292566385151076247e-11,-7.834000115281014587e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.519999999999999574e+00,5.000000000053395510e+00,5.000000000053395510e+00,2.351327459295931152e-11,-7.938849577726614370e-11,-5.339551023553212872e-11,-7.938849577726614370e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.540000000000000924e+00,5.000000000053658411e+00,5.000000000053658411e+00,1.315262059833356074e-11,-8.009326535329819308e-11,-5.365841104776336579e-11,-8.009326535329819308e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.560000000000000497e+00,5.000000000053733906e+00,5.000000000053733906e+00,3.788596881335700283e-12,-8.048761657164504868e-11,-5.373390621343787643e-11,-8.048761657164504868e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.580000000000000071e+00,5.000000000053640647e+00,5.000000000053640647e+00,-4.650348738813551048e-12,-8.060085932015681465e-11,-5.364064747936936328e-11,-8.060085932015681465e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.599999999999999645e+00,5.000000000053396398e+00,5.000000000053396398e+00,-1.223141098683759963e-11,-8.046097121905404492e-11,-5.339639841395182884e-11,-8.046097121905404492e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.620000000000000995e+00,5.000000000053016258e+00,5.000000000053016258e+00,-1.901772965024661189e-11,-8.009459762092774326e-11,-5.301625805032017524e-11,-8.009459762092774326e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.640000000000000568e+00,5.000000000052515325e+00,5.000000000052515325e+00,-2.506839539276997764e-11,-7.952438707548026287e-11,-5.251532542160930461e-11,-7.952438707548026287e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.660000000000000142e+00,5.000000000051906923e+00,5.000000000051906923e+00,-3.043885466673437750e-11,-7.877298813241395692e-11,-5.190692320411471883e-11,-7.877298813241395692e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.679999999999999716e+00,5.000000000051203486e+00,5.000000000051203486e+00,-3.518100768067814499e-11,-7.786038480617207824e-11,-5.120348589571221964e-11,-7.786038480617207824e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.700000000000001066e+00,5.000000000050416560e+00,5.000000000050416560e+00,-3.934342979696716085e-11,-7.680522884356832947e-11,-5.041655981585790869e-11,-7.680522884356832947e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.720000000000000639e+00,5.000000000049556803e+00,5.000000000049556803e+00,-4.297157078964913043e-11,-7.562483972378686303e-11,-4.955680310558818746e-11,-7.562483972378686303e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.740000000000000213e+00,5.000000000048634874e+00,5.000000000048634874e+00,-4.610793417652244227e-11,-7.433520465838228120e-11,-4.863487390593945747e-11,-7.433520465838228120e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.759999999999999787e+00,5.000000000047658766e+00,5.000000000047658766e+00,-4.879237184476111408e-11,-7.295231085890918621e-11,-4.765876582268901984e-11,-7.295231085890918621e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.779999999999999361e+00,5.000000000046637361e+00,5.000000000046637361e+00,-5.106194953368835888e-11,-7.148814873403352976e-11,-4.663736064003387582e-11,-7.148814873403352976e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.800000000000000711e+00,5.000000000045578652e+00,5.000000000045578652e+00,-5.295135867632460566e-11,-6.995604096005081374e-11,-4.557865196375132655e-11,-6.995604096005081374e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.820000000000000284e+00,5.000000000044488857e+00,5.000000000044488857e+00,-5.449302060325484214e-11,-6.836797794562698982e-11,-4.448885704277927289e-11,-6.836797794562698982e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.839999999999999858e+00,5.000000000043374193e+00,5.000000000043374193e+00,-5.571704709934625015e-11,-6.673328556416890933e-11,-4.337419312605561572e-11,-6.673328556416890933e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.859999999999999432e+00,5.000000000042240877e+00,5.000000000042240877e+00,-5.665147135831996749e-11,-6.506128968908342358e-11,-4.224087746251825592e-11,-6.506128968908342358e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.880000000000000782e+00,5.000000000041094239e+00,5.000000000041094239e+00,-5.732245584186570913e-11,-6.336131619377738389e-11,-4.109423912268539425e-11,-6.336131619377738389e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.900000000000000355e+00,5.000000000039938719e+00,5.000000000039938719e+00,-5.775434612608194736e-11,-6.164135868402809137e-11,-3.993871899865553132e-11,-6.164135868402809137e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.919999999999999929e+00,5.000000000038779646e+00,5.000000000038779646e+00,-5.796971936327208296e-11,-5.990807849798329698e-11,-3.877964616094686789e-11,-5.990807849798329698e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.939999999999999503e+00,5.000000000037619685e+00,5.000000000037619685e+00,-5.798969435108690679e-11,-5.816946924142030184e-11,-3.761968514481850434e-11,-5.816946924142030184e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.960000000000000853e+00,5.000000000036463277e+00,5.000000000036463277e+00,-5.783367768770098982e-11,-5.642952771722775651e-11,-3.646327684236894129e-11,-5.642952771722775651e-11,0.000000000000000000e+00,0.000000000000000000e+00
9.980000000000000426e+00,5.000000000035313086e+00,5.000000000035313086e+00,-5.751980144528623268e-11,-5.469491526355341193e-11,-3.531308578885727911e-11,-5.469491526355341193e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,5.000000000034171777e+00,5.000000000034171777e+00,-5.706478416908620257e-11,-5.296962868328591867e-11,-3.417177651954261819e-11,-5.296962868328591867e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.001999999999999957e+01,5.000000000033042014e+00,5.000000000033042014e+00,-5.648407223010897375e-11,-5.125766477931392728e-11,-3.304201356968405889e-11,-5.125766477931392728e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.004000000000000092e+01,5.000000000031926461e+00,5.000000000031926461e+00,-5.579196704255068779e-11,-4.956302035452608834e-11,-3.192646147454070160e-11,-4.956302035452608834e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.006000000000000050e+01,5.000000000030826008e+00,5.000000000030826008e+00,-5.500173955947672555e-11,-4.788969221181105240e-11,-3.082600841253224644e-11,-4.788969221181105240e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.008000000000000007e+01,5.000000000029743319e+00,5.000000000029743319e+00,-5.412546686540889190e-11,-4.623901261879836966e-11,-2.974331891891779378e-11,-4.623901261879836966e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.009999999999999964e+01,5.000000000028680169e+00,5.000000000028680169e+00,-5.317441801670567501e-11,-4.461497837837669067e-11,-2.868016935053674388e-11,-4.461497837837669067e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.012000000000000099e+01,5.000000000027636560e+00,5.000000000027636560e+00,-5.215900161761562167e-11,-4.302025402580511582e-11,-2.763655970738909673e-11,-4.302025402580511582e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.014000000000000057e+01,5.000000000026615155e+00,5.000000000026615155e+00,-5.108858541196242660e-11,-4.145483956108364509e-11,-2.661515452473395271e-11,-4.145483956108364509e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.016000000000000014e+01,5.000000000025615954e+00,5.000000000025615954e+00,-4.997200004947627749e-11,-3.992273178710092907e-11,-2.561595380257131183e-11,-3.992273178710092907e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.017999999999999972e+01,5.000000000024639846e+00,5.000000000024639846e+00,-4.881719311491434846e-11,-3.842393070385696774e-11,-2.463984571932087420e-11,-3.842393070385696774e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.020000000000000107e+01,5.000000000023686830e+00,5.000000000023686830e+00,-4.763145066132104280e-11,-3.695976857898131129e-11,-2.368683027498263982e-11,-3.695976857898131129e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.022000000000000064e+01,5.000000000022758684e+00,5.000000000022758684e+00,-4.642133013643633191e-11,-3.553024541247395973e-11,-2.275868382639600895e-11,-3.553024541247395973e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.024000000000000021e+01,5.000000000021854518e+00,5.000000000021854518e+00,-4.519299969675209877e-11,-3.413802573959401343e-11,-2.185451819514128147e-11,-3.413802573959401343e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.025999999999999979e+01,5.000000000020975222e+00,5.000000000020975222e+00,-4.395187745634807853e-11,-3.278177729271192220e-11,-2.097522155963815749e-11,-3.278177729271192220e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.027999999999999936e+01,5.000000000020120794e+00,5.000000000020120794e+00,-4.270297294465899559e-11,-3.146283233945723623e-11,-2.012079391988663701e-11,-3.146283233945723623e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.030000000000000071e+01,5.000000000019292123e+00,5.000000000019292123e+00,-4.145079473817609094e-11,-3.018119087982995552e-11,-1.929212345430642017e-11,-3.018119087982995552e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.032000000000000028e+01,5.000000000018488322e+00,5.000000000018488322e+00,-4.019953378250444810e-11,-2.893818518145963026e-11,-1.848832198447780684e-11,-2.893818518145963026e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.033999999999999986e+01,5.000000000017709390e+00,5.000000000017709390e+00,-3.895282870192567625e-11,-2.773248297671671025e-11,-1.770938951040079701e-11,-2.773248297671671025e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.035999999999999943e+01,5.000000000016955326e+00,5.000000000016955326e+00,-3.771395425829322689e-11,-2.656408426560119551e-11,-1.695532603207539069e-11,-2.656408426560119551e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.038000000000000078e+01,5.000000000016225243e+00,5.000000000016225243e+00,-3.648585773727521216e-11,-2.543298904811308603e-11,-1.622524337108188774e-11,-2.543298904811308603e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000036e+01,5.000000000015520030e+00,5.000000000015520030e+00,-3.527105846920997733e-11,-2.433786505662283162e-11,-1.552002970583998831e-11,-2.433786505662283162e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.041999999999999993e+01,5.000000000014838797e+00,5.000000000014838797e+00,-3.407195707816497849e-11,-2.328004455875998246e-11,-1.483879685792999226e-11,-2.328004455875998246e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.043999999999999950e+01,5.000000000014180657e+00,5.000000000014180657e+00,-3.289058089903798077e-11,-2.225819528689498839e-11,-1.418065664893219946e-11,-2.225819528689498839e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.046000000000000085e+01,5.000000000013546497e+00,5.000000000013546497e+00,-3.172862130647401197e-11,-2.127098497339829919e-11,-1.354649725726631004e-11,-2.127098497339829919e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.048000000000000043e+01,5.000000000012934542e+00,5.000000000012934542e+00,-3.058773376441655599e-11,-2.031974588589946507e-11,-1.293454232609292376e-11,-2.031974588589946507e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000000e+01,5.000000000012344792e+00,5.000000000012344792e+00,-2.946914173688883831e-11,-1.940181348913938564e-11,-1.234479185541204060e-11,-1.940181348913938564e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.051999999999999957e+01,5.000000000011777246e+00,5.000000000011777246e+00,-2.837394634151175992e-11,-1.851718778311806091e-11,-1.177724584522366058e-11,-1.851718778311806091e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.054000000000000092e+01,5.000000000011231016e+00,5.000000000011231016e+00,-2.730313858414413140e-11,-1.766586876783549087e-11,-1.123101611710808356e-11,-1.766586876783549087e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.056000000000000050e+01,5.000000000010706103e+00,5.000000000010706103e+00,-2.625747714329593144e-11,-1.684652417566212534e-11,-1.070610267106530955e-11,-1.684652417566212534e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.058000000000000007e+01,5.000000000010201617e+00,5.000000000010201617e+00,-2.523764482962613505e-11,-1.605915400659796433e-11,-1.020161732867563842e-11,-1.605915400659796433e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.059999999999999964e+01,5.000000000009716672e+00,5.000000000009716672e+00,-2.424412294596486634e-11,-1.530242599301345763e-11,-9.716671911519370042e-12,-1.530242599301345763e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.062000000000000099e+01,5.000000000009251266e+00,5.000000000009251266e+00,-2.327721143809628650e-11,-1.457500786727905506e-11,-9.251266419596504420e-12,-1.457500786727905506e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.064000000000000057e+01,5.000000000008804513e+00,5.000000000008804513e+00,-2.233718025722613319e-11,-1.387689962939475663e-11,-8.804512674487341428e-12,-1.387689962939475663e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.066000000000000014e+01,5.000000000008376411e+00,5.000000000008376411e+00,-2.142413913267662012e-11,-1.320676901173101214e-11,-8.376410676191881066e-12,-1.320676901173101214e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.067999999999999972e+01,5.000000000007966072e+00,5.000000000007966072e+00,-2.053818682083774059e-11,-1.256461601428782160e-11,-7.966072246290423209e-12,-1.256461601428782160e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.070000000000000107e+01,5.000000000007572609e+00,5.000000000007572609e+00,-1.967927897569753131e-11,-1.194910836943563481e-11,-7.572609206363267731e-12,-1.194910836943563481e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.072000000000000064e+01,5.000000000007196022e+00,5.000000000007196022e+00,-1.884724245908226963e-11,-1.135891380954490160e-11,-7.196021556410414632e-12,-1.135891380954490160e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.074000000000000021e+01,5.000000000006835421e+00,5.000000000006835421e+00,-1.804192144663560357e-11,-1.079403233461562195e-11,-6.835421118012163788e-12,-1.079403233461562195e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.075999999999999979e+01,5.000000000006489920e+00,5.000000000006489920e+00,-1.726304246967386778e-11,-1.025313167701824568e-11,-6.489919712748815073e-12,-1.025313167701824568e-11,0.000000000000000000e+00,0.000000000000000000e+00
1.077999999999999936e+01,5.000000000006159517e+00,5.000000000006159517e+00,-1.651022617961880391e-11,-9.734879569123222609e-12,-6.159517340620368486e-12,-9.734879569123222609e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000071e+01,5.000000000005844214e+00,5.000000000005844214e+00,-1.578313116274998008e-11,-9.239276010930552729e-12,-5.844214001626824029e-12,-9.239276010930552729e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.082000000000000028e+01,5.000000000005542233e+00,5.000000000005542233e+00,-1.508145014671900729e-11,-8.766321002440236043e-12,-5.542233338928781450e-12,-8.766321002440236043e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.083999999999999986e+01,5.000000000005254464e+00,5.000000000005254464e+00,-1.440464013288642314e-11,-8.313350008393172175e-12,-5.254463530945940875e-12,-8.313350008393172175e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.085999999999999943e+01,5.000000000004979128e+00,5.000000000004979128e+00,-1.375234564923967195e-11,-7.881695296418911312e-12,-4.979128220838902052e-12,-7.881695296418911312e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.088000000000000078e+01,5.000000000004716227e+00,5.000000000004716227e+00,-1.312398031744154039e-11,-7.468692331258353079e-12,-4.716227408607664984e-12,-7.468692331258353079e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.090000000000000036e+01,5.000000000004465761e+00,5.000000000004465761e+00,-1.251901639698853594e-11,-7.074341112911497476e-12,-4.465761094252229668e-12,-7.074341112911497476e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.091999999999999993e+01,5.000000000004226841e+00,5.000000000004226841e+00,-1.193697892142751647e-11,-6.698641641378344502e-12,-4.226841099352895981e-12,-6.698641641378344502e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.093999999999999950e+01,5.000000000003999467e+00,5.000000000003999467e+00,-1.137730719418769922e-11,-6.340261649029343971e-12,-3.999467423909663921e-12,-6.340261649029343971e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.096000000000000085e+01,5.000000000003782752e+00,5.000000000003782752e+00,-1.083949658835537953e-11,-5.999201135864495882e-12,-3.782751889502833365e-12,-5.999201135864495882e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.098000000000000043e+01,5.000000000003576694e+00,5.000000000003576694e+00,-1.032295971294526723e-11,-5.674127834254250047e-12,-3.576694496132404311e-12,-5.674127834254250047e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,5.000000000003380407e+00,5.000000000003380407e+00,-9.827167916070600669e-12,-5.365041744198606466e-12,-3.380407065378676634e-12,-5.365041744198606466e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.101999999999999957e+01,5.000000000003193001e+00,5.000000000003193001e+00,-9.351512184270342420e-12,-5.070610598068014951e-12,-3.193001418821950210e-12,-5.070610598068014951e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.104000000000000092e+01,5.000000000003015366e+00,5.000000000003015366e+00,-8.895311178666600710e-12,-4.789502128232925315e-12,-3.015365734881925164e-12,-4.789502128232925315e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.106000000000000050e+01,5.000000000002846612e+00,5.000000000002846612e+00,-8.458084921032228929e-12,-4.523048602322887746e-12,-2.846611835138901370e-12,-4.523048602322887746e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.108000000000000007e+01,5.000000000002685852e+00,5.000000000002685852e+00,-8.039268204199841241e-12,-4.269917752708352054e-12,-2.685851541173178703e-12,-4.269917752708352054e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.109999999999999964e+01,5.000000000002533085e+00,5.000000000002533085e+00,-7.638219114955834246e-12,-4.028777311759768054e-12,-2.533084852984757163e-12,-4.028777311759768054e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.112000000000000099e+01,5.000000000002388312e+00,5.000000000002388312e+00,-7.254359931407964395e-12,-3.799627279477135744e-12,-2.388311770573636750e-12,-3.799627279477135744e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.114000000000000057e+01,5.000000000002250644e+00,5.000000000002250644e+00,-6.887170703853213307e-12,-3.582467655860455125e-12,-2.250644115520117339e-12,-3.582467655860455125e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.116000000000000014e+01,5.000000000002120082e+00,5.000000000002120082e+00,-6.536050250795909658e-12,-3.375966173280176008e-12,-2.120081887824198930e-12,-3.375966173280176008e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.117999999999999972e+01,5.000000000001995737e+00,5.000000000001995737e+00,-6.200457508889948531e-12,-3.180122831736298394e-12,-1.995736909066181397e-12,-3.180122831736298394e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000107e+01,5.000000000001878497e+00,5.000000000001878497e+00,-5.879772294360880565e-12,-2.993605363599272096e-12,-1.878497357665764866e-12,-2.993605363599272096e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.122000000000000064e+01,5.000000000001766587e+00,5.000000000001766587e+00,-5.573569668574657157e-12,-2.817746036498647300e-12,-1.766586876783549087e-12,-2.817746036498647300e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.124000000000000021e+01,5.000000000001660894e+00,5.000000000001660894e+00,-5.281200733234723724e-12,-2.649880315175323631e-12,-1.660893644839234184e-12,-2.649880315175323631e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.125999999999999979e+01,5.000000000001560529e+00,5.000000000001560529e+00,-5.002214706637136722e-12,-2.491340467258851277e-12,-1.560529483413120033e-12,-2.491340467258851277e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.127999999999999936e+01,5.000000000001465494e+00,5.000000000001465494e+00,-4.736072658485390731e-12,-2.340794225119680050e-12,-1.465494392505206633e-12,-2.340794225119680050e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.130000000000000071e+01,5.000000000001375788e+00,5.000000000001375788e+00,-4.482289551512632653e-12,-2.198241588757809950e-12,-1.375788372115493985e-12,-2.198241588757809950e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.132000000000000028e+01,5.000000000001291411e+00,5.000000000001291411e+00,-4.240428852178693647e-12,-2.063682558173240977e-12,-1.291411422243982088e-12,-2.063682558173240977e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.133999999999999986e+01,5.000000000001211475e+00,5.000000000001211475e+00,-4.010097680297421272e-12,-1.937117133365973132e-12,-1.211475364470970817e-12,-1.937117133365973132e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.135999999999999943e+01,5.000000000001135980e+00,5.000000000001135980e+00,-3.790809216938324445e-12,-1.817213046706456225e-12,-1.135980198796460172e-12,-1.817213046706456225e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.138000000000000078e+01,5.000000000001064038e+00,5.000000000001064038e+00,-3.582125325063961026e-12,-1.703970298194690258e-12,-1.064037746800750028e-12,-1.703970298194690258e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.140000000000000036e+01,5.000000000000996536e+00,5.000000000000996536e+00,-3.383518454577677306e-12,-1.596056620201125043e-12,-9.965361869035405107e-13,-1.596056620201125043e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.141999999999999993e+01,5.000000000000932587e+00,5.000000000000932587e+00,-3.194647037155440733e-12,-1.494804280355310766e-12,-9.325873406851314940e-13,-1.494804280355310766e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.143999999999999950e+01,5.000000000000872191e+00,5.000000000000872191e+00,-3.015070434542666384e-12,-1.398881011027697241e-12,-8.721912081455229782e-13,-1.398881011027697241e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.146000000000000085e+01,5.000000000000815348e+00,5.000000000000815348e+00,-2.844392072310228112e-12,-1.308286812218284467e-12,-8.153477892847149633e-13,-1.308286812218284467e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.148000000000000043e+01,5.000000000000762057e+00,5.000000000000762057e+00,-2.682255033471912626e-12,-1.223021683927072445e-12,-7.620570841027074493e-13,-1.223021683927072445e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000000e+01,5.000000000000711431e+00,5.000000000000711431e+00,-2.528338092740127602e-12,-1.143085626154061174e-12,-7.114309141798003111e-13,-1.143085626154061174e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.151999999999999957e+01,5.000000000000663469e+00,5.000000000000663469e+00,-2.382218920593084727e-12,-1.067146371269700467e-12,-6.634692795159935486e-13,-1.067146371269700467e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.154000000000000092e+01,5.000000000000618172e+00,5.000000000000618172e+00,-2.243517420461175407e-12,-9.952039192739903228e-13,-6.181721801112871617e-13,-9.952039192739903228e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.156000000000000050e+01,5.000000000000575540e+00,5.000000000000575540e+00,-2.111891505431750820e-12,-9.272582701669307426e-13,-5.755396159656811506e-13,-9.272582701669307426e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.158000000000000007e+01,5.000000000000535572e+00,5.000000000000535572e+00,-1.987033297283427951e-12,-8.633094239485217258e-13,-5.355715870791755151e-13,-8.633094239485217258e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999999964e+01,5.000000000000498268e+00,5.000000000000498268e+00,-1.868665705616961362e-12,-8.033573806187632727e-13,-4.982680934517702553e-13,-8.033573806187632727e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.162000000000000099e+01,5.000000000000462741e+00,5.000000000000462741e+00,-1.756539349073030764e-12,-7.474021401776553830e-13,-4.627409566637652460e-13,-7.474021401776553830e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.164000000000000057e+01,5.000000000000429878e+00,5.000000000000429878e+00,-1.650296557665292474e-12,-6.941114349956478691e-13,-4.298783551348606125e-13,-6.941114349956478691e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.166000000000000014e+01,5.000000000000398792e+00,5.000000000000398792e+00,-1.549748655168992238e-12,-6.448175327022909187e-13,-3.987921104453562293e-13,-6.448175327022909187e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.167999999999999972e+01,5.000000000000369482e+00,5.000000000000369482e+00,-1.454592606218896368e-12,-5.981881656680343440e-13,-3.694822225952520967e-13,-5.981881656680343440e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.170000000000000107e+01,5.000000000000341949e+00,5.000000000000341949e+00,-1.364555678986294566e-12,-5.542233338928781450e-13,-3.419486915845482145e-13,-5.542233338928781450e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.172000000000000064e+01,5.000000000000316192e+00,5.000000000000316192e+00,-1.279392414825347321e-12,-5.129230373768223217e-13,-3.161915174132445827e-13,-5.129230373768223217e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.174000000000000021e+01,5.000000000000292211e+00,5.000000000000292211e+00,-1.198881900954799196e-12,-4.742872761198668741e-13,-2.922107000813412014e-13,-4.742872761198668741e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.175999999999999979e+01,5.000000000000270006e+00,5.000000000000270006e+00,-1.122825315871520416e-12,-4.383160501220118022e-13,-2.700062395888380706e-13,-4.383160501220118022e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.177999999999999936e+01,5.000000000000248690e+00,5.000000000000248690e+00,-1.051043720222694166e-12,-4.050093593832571059e-13,-2.486899575160350651e-13,-4.050093593832571059e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.180000000000000071e+01,5.000000000000229150e+00,5.000000000000229150e+00,-9.832428418278299483e-13,-3.730349362740525976e-13,-2.291500322826323099e-13,-3.730349362740525976e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.182000000000000028e+01,5.000000000000210498e+00,5.000000000000210498e+00,-9.192910624874418606e-13,-3.437250484239484649e-13,-2.104982854689296801e-13,-3.437250484239484649e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.183999999999999986e+01,5.000000000000193623e+00,5.000000000000193623e+00,-8.589366990590371063e-13,-3.157474282033945201e-13,-1.936228954946273006e-13,-3.157474282033945201e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.185999999999999943e+01,5.000000000000177636e+00,5.000000000000177636e+00,-8.020864634773274706e-13,-2.904343432419409510e-13,-1.776356839400250465e-13,-2.904343432419409510e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.188000000000000078e+01,5.000000000000162537e+00,5.000000000000162537e+00,-7.485231697205984401e-13,-2.664535259100375697e-13,-1.625366508051229175e-13,-2.664535259100375697e-13,0.000000000000000000e+00,0.000000000000000000e+00
1.190000000000000036e+01,5.000000000000148326e+00,5.000000000000148326e+00,-6.980513503693070741e-13,-2.438049762076843763e-13,-1.483257960899209138e-13,-2.438049762076843763e-13,0.000000000000000000e+00,0.000000000000000000e+00
