t_s,x_meas_cm,x_true_cm,v_true_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
3.979999999999999982e+00,5.000338837813976589e+00,5.000338837813976589e+00,-7.588569348121383153e-04,-5.310224290089315957e-04,-3.388378139765890751e-04,-5.310224290089315957e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000324161875708384e+00,5.000324161875708384e+00,-7.337969134274128016e-04,-5.082567209648836126e-04,-3.241618757083841729e-04,-5.082567209648836126e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.020000000000000462e+00,5.000309981045639951e+00,5.000309981045639951e+00,-7.090415034409291257e-04,-4.862428135625762593e-04,-3.099810456399509917e-04,-4.862428135625762593e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.040000000000000036e+00,5.000296288355441376e+00,5.000296288355441376e+00,-6.846345099428288944e-04,-4.649715684599264875e-04,-2.962883554413764386e-04,-4.649715684599264875e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.060000000000000497e+00,5.000283076069195864e+00,5.000283076069195864e+00,-6.606143122647524816e-04,-4.444325331620646580e-04,-2.830760691958644770e-04,-4.444325331620646580e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.080000000000000071e+00,5.000270335783367770e+00,5.000270335783367770e+00,-6.370142914176569159e-04,-4.246141037937967155e-04,-2.703357833677699773e-04,-4.246141037937967155e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.099999999999999645e+00,5.000258058518772586e+00,5.000258058518772586e+00,-6.138632297810566775e-04,-4.055036750516549660e-04,-2.580585187725858987e-04,-4.055036750516549660e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.120000000000000107e+00,5.000246234805080014e+00,5.000246234805080014e+00,-5.911856846188388729e-04,-3.870877781588788480e-04,-2.462348050800144961e-04,-3.870877781588788480e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.139999999999999680e+00,5.000234854758341285e+00,5.000234854758341285e+00,-5.690023369189571275e-04,-3.693522076200217441e-04,-2.348547583412852191e-04,-3.693522076200217441e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.160000000000000142e+00,5.000223908152001684e+00,5.000223908152001684e+00,-5.473303169782542518e-04,-3.522821375119278287e-04,-2.239081520016839022e-04,-3.522821375119278287e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.179999999999999716e+00,5.000213384481839718e+00,5.000213384481839718e+00,-5.261835080806814228e-04,-3.358622280025258533e-04,-2.133844818397179210e-04,-3.358622280025258533e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000178e+00,5.000203273025248585e+00,5.000203273025248585e+00,-5.055728295485709253e-04,-3.200767227595768816e-04,-2.032730252485848155e-04,-3.200767227595768816e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.219999999999999751e+00,5.000193562895240973e+00,5.000193562895240973e+00,-4.855065003810015768e-04,-3.049095378728772232e-04,-1.935628952409729209e-04,-3.049095378728772232e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.240000000000000213e+00,5.000184243089548453e+00,5.000184243089548453e+00,-4.659902846290473301e-04,-2.903443428614593813e-04,-1.842430895484525877e-04,-2.903443428614593813e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.259999999999999787e+00,5.000175302535156519e+00,5.000175302535156519e+00,-4.470277195984104961e-04,-2.763646343226788815e-04,-1.753025351565185019e-04,-2.763646343226788815e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.280000000000000249e+00,5.000166730128598580e+00,5.000166730128598580e+00,-4.286203279120472326e-04,-2.629538027347777529e-04,-1.667301285985800519e-04,-2.629538027347777529e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.299999999999999822e+00,5.000158514772309992e+00,5.000158514772309992e+00,-4.107678144106295171e-04,-2.500951928978700778e-04,-1.585147723099922246e-04,-2.500951928978700778e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.320000000000000284e+00,5.000150645407333450e+00,5.000150645407333450e+00,-3.934682488160654154e-04,-2.377721584649883368e-04,-1.506454073334495547e-04,-2.377721584649883368e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.339999999999999858e+00,5.000143111042632427e+00,5.000143111042632427e+00,-3.767182350344763179e-04,-2.259681110001743320e-04,-1.431110426324266882e-04,-2.259681110001743320e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.360000000000000320e+00,5.000135900781273790e+00,5.000135900781273790e+00,-3.605130679258926893e-04,-2.146665639486400323e-04,-1.359007812737900167e-04,-2.146665639486400323e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.379999999999999893e+00,5.000129003843706954e+00,5.000129003843706954e+00,-3.448468783243719446e-04,-2.038511719106850251e-04,-1.290038437069540578e-04,-2.038511719106850251e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000355e+00,5.000122409588366068e+00,5.000122409588366068e+00,-3.297127670479778859e-04,-1.935057655604310867e-04,-1.224095883660680784e-04,-1.935057655604310867e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.419999999999999929e+00,5.000116107529794185e+00,5.000116107529794185e+00,-3.151029285980902874e-04,-1.836143825491021175e-04,-1.161075297941849271e-04,-1.836143825491021175e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.440000000000000391e+00,5.000110087354490140e+00,5.000110087354490140e+00,-3.010087652074090086e-04,-1.741612946912773907e-04,-1.100873544901403989e-04,-1.741612946912773907e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.459999999999999964e+00,5.000104338934653114e+00,5.000104338934653114e+00,-2.874209918601891784e-04,-1.651310317352105983e-04,-1.043389346531142792e-04,-1.651310317352105983e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.480000000000000426e+00,5.000098852339995403e+00,5.000098852339995403e+00,-2.743297328721374024e-04,-1.565084019796714188e-04,-9.885233999540332661e-05,-1.565084019796714188e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+00,5.000093617847783278e+00,5.000093617847783278e+00,-2.617246105842341774e-04,-1.482785099931049899e-04,-9.361784778327830736e-05,-1.482785099931049899e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.520000000000000462e+00,5.000088625951249810e+00,5.000088625951249810e+00,-2.495948266933025275e-04,-1.404267716749174610e-04,-8.862595124980998662e-05,-1.404267716749174610e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.540000000000000036e+00,5.000083867366515555e+00,5.000083867366515555e+00,-2.379292367114437727e-04,-1.329389268747149799e-04,-8.386736651555537492e-05,-1.329389268747149799e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.560000000000000497e+00,5.000079333038154772e+00,5.000079333038154772e+00,-2.267164180176327044e-04,-1.258010497733330624e-04,-7.933303815477188436e-05,-1.258010497733330624e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.580000000000000071e+00,5.000075014143516405e+00,5.000075014143516405e+00,-2.159447319390852193e-04,-1.189995572321578265e-04,-7.501414351640534051e-05,-1.189995572321578265e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000533e+00,5.000070902095910874e+00,5.000070902095910874e+00,-2.056023802726375039e-04,-1.125212152746080108e-04,-7.090209591087415220e-05,-1.125212152746080108e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.620000000000000107e+00,5.000066988546778113e+00,5.000066988546778113e+00,-1.956774566320048899e-04,-1.063531438663112283e-04,-6.698854677811283409e-05,-1.063531438663112283e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.639999999999999680e+00,5.000063265386918587e+00,5.000063265386918587e+00,-1.861579929855213368e-04,-1.004828201671692511e-04,-6.326538691858729635e-05,-1.004828201671692511e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.660000000000000142e+00,5.000059724746884093e+00,5.000059724746884093e+00,-1.770320017247573085e-04,-9.489808037788094452e-05,-5.972474688409334931e-05,-9.489808037788094452e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.679999999999999716e+00,5.000056358996612715e+00,5.000056358996612715e+00,-1.682875135848955692e-04,-8.958712032614002396e-05,-5.635899661271537298e-05,-8.958712032614002396e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000178e+00,5.000053160744378111e+00,5.000053160744378111e+00,-1.599126117183133290e-04,-8.453849491907305946e-05,-5.316074437811124653e-05,-8.453849491907305946e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.719999999999999751e+00,5.000050122835133948e+00,5.000050122835133948e+00,-1.518954622031986831e-04,-7.974111656716686980e-05,-5.012283513394777401e-05,-7.974111656716686980e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.740000000000000213e+00,5.000047238348308554e+00,5.000047238348308554e+00,-1.442243412529709836e-04,-7.518425270092166102e-05,-4.723834830855366818e-05,-7.518425270092166102e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.759999999999999787e+00,5.000044500595120844e+00,5.000044500595120844e+00,-1.368876593739569436e-04,-7.085752246283050226e-05,-4.450059512084436619e-05,-7.085752246283050226e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.780000000000000249e+00,5.000041903115466368e+00,5.000041903115466368e+00,-1.298739827046879096e-04,-6.675089268126654929e-05,-4.190311546636849016e-05,-6.675089268126654929e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.799999999999999822e+00,5.000039439674431208e+00,5.000039439674431208e+00,-1.231720517541743840e-04,-6.285467319955273524e-05,-3.943967443120754979e-05,-6.285467319955273524e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.820000000000000284e+00,5.000037104258476361e+00,5.000037104258476361e+00,-1.167707977434380754e-04,-5.915951164681132468e-05,-3.710425847636145136e-05,-5.915951164681132468e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.839999999999999858e+00,5.000034891071341470e+00,5.000034891071341470e+00,-1.106593567405484910e-04,-5.565638771454217704e-05,-3.489107134146962608e-05,-5.565638771454217704e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.860000000000000320e+00,5.000032794529706059e+00,5.000032794529706059e+00,-1.048270817677140912e-04,-5.233660701220443912e-05,-3.279452970605944984e-05,-5.233660701220443912e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.879999999999999893e+00,5.000030809258644737e+00,5.000030809258644737e+00,-9.926355304685160227e-05,-4.919179455908917475e-05,-3.080925864473726961e-05,-4.919179455908917475e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000355e+00,5.000028930086913626e+00,5.000028930086913626e+00,-9.395858653887703520e-05,-4.621388796710590441e-05,-2.893008691362553009e-05,-4.621388796710590441e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.919999999999999929e+00,5.000027152042095580e+00,5.000027152042095580e+00,-8.890224092203316119e-05,-4.339513037043829513e-05,-2.715204209557953163e-05,-4.339513037043829513e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.940000000000000391e+00,5.000025470345632606e+00,5.000025470345632606e+00,-8.408482314416677753e-05,-4.072806314336929745e-05,-2.547034563260552886e-05,-4.072806314336929745e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.959999999999999964e+00,5.000023880407779231e+00,5.000023880407779231e+00,-7.949689267464092504e-05,-3.820551844890829329e-05,-2.388040777923094993e-05,-3.820551844890829329e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.980000000000000426e+00,5.000022377822487485e+00,5.000022377822487485e+00,-7.512926457406147638e-05,-3.582061166884642489e-05,-2.237782248748487746e-05,-3.582061166884642489e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.000020958362258128e+00,5.000020958362258128e+00,-7.097301148977805494e-05,-3.356673373122731618e-05,-2.095836225812774956e-05,-3.356673373122731618e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.020000000000000462e+00,5.000019617972964348e+00,5.000019617972964348e+00,-6.701946467951940781e-05,-3.143754338719162433e-05,-1.961797296434752980e-05,-3.143754338719162433e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.040000000000000036e+00,5.000018352768680785e+00,5.000018352768680785e+00,-6.326021415621960057e-05,-2.942695944652129469e-05,-1.835276868078494772e-05,-2.942695944652129469e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.060000000000000497e+00,5.000017159026519664e+00,5.000017159026519664e+00,-5.968710804271538538e-05,-2.752915302117742158e-05,-1.715902651966416670e-05,-2.752915302117742158e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.080000000000000071e+00,5.000016033181495345e+00,5.000016033181495345e+00,-5.629225121639347455e-05,-2.573853977949625005e-05,-1.603318149534516124e-05,-2.573853977949625005e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000533e+00,5.000014971821428844e+00,5.000014971821428844e+00,-5.306800331905590061e-05,-2.404977224301774186e-05,-1.497182142884412315e-05,-2.404977224301774186e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.120000000000000107e+00,5.000013971681904756e+00,5.000013971681904756e+00,-5.000697620147692902e-05,-2.245773214326618472e-05,-1.397168190475639449e-05,-2.245773214326618472e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.139999999999999680e+00,5.000013029641287687e+00,5.000013029641287687e+00,-4.710203086704269732e-05,-2.095752285713459173e-05,-1.302964128768735463e-05,-2.095752285713459173e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.160000000000000142e+00,5.000012142715807961e+00,5.000012142715807961e+00,-4.434627397349152943e-05,-1.954446193153103195e-05,-1.214271580796122407e-05,-1.954446193153103195e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.179999999999999716e+00,5.000011308054729042e+00,5.000011308054729042e+00,-4.173305394733656281e-05,-1.821407371194183611e-05,-1.130805472904228282e-05,-1.821407371194183611e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000178e+00,5.000010522935594004e+00,5.000010522935594004e+00,-3.925595676195924624e-05,-1.696208209356342422e-05,-1.052293559400396816e-05,-1.696208209356342422e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.219999999999999751e+00,5.000009784759565257e+00,5.000009784759565257e+00,-3.690880142486391752e-05,-1.578440339100595224e-05,-9.784759565256706537e-06,-1.578440339100595224e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.240000000000000213e+00,5.000009091046861087e+00,5.000009091046861087e+00,-3.468563521716602836e-05,-1.467713934788505981e-05,-9.091046861087193065e-06,-1.467713934788505981e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.259999999999999787e+00,5.000008439432286345e+00,5.000008439432286345e+00,-3.258072872461250313e-05,-1.363657029163078960e-05,-8.439432286344583645e-06,-1.363657029163078960e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.280000000000000249e+00,5.000007827660872373e+00,5.000007827660872373e+00,-3.058857069510294307e-05,-1.265914842951687547e-05,-7.827660872372632639e-06,-1.265914842951687547e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.299999999999999822e+00,5.000007253583617306e+00,5.000007253583617306e+00,-2.870386275644854434e-05,-1.174149130855894896e-05,-7.253583617305991993e-06,-1.174149130855894896e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.320000000000000284e+00,5.000006715153336501e+00,5.000006715153336501e+00,-2.692151402339958803e-05,-1.088037542595898799e-05,-6.715153336500634396e-06,-1.088037542595898799e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.339999999999999858e+00,5.000006210420623987e+00,5.000006210420623987e+00,-2.523663562153472540e-05,-1.007273000475095159e-05,-6.210420623986578903e-06,-1.007273000475095159e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.360000000000000320e+00,5.000005737529920502e+00,5.000005737529920502e+00,-2.364453515297923868e-05,-9.315630935979868354e-06,-5.737529920502026926e-06,-9.315630935979868354e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.379999999999999893e+00,5.000005294715697879e+00,5.000005294715697879e+00,-2.214071112575661987e-05,-8.606294880753040388e-06,-5.294715697878871197e-06,-8.606294880753040388e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000355e+00,5.000004880298750898e+00,5.000004880298750898e+00,-2.072084736786278890e-05,-7.942073546818306795e-06,-4.880298750897793525e-06,-7.942073546818306795e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.419999999999999929e+00,5.000004492682601942e+00,5.000004492682601942e+00,-1.938080744371117734e-05,-7.320448126346690287e-06,-4.492682601942021847e-06,-7.320448126346690287e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.440000000000000391e+00,5.000004130350020226e+00,5.000004130350020226e+00,-1.811662908963136424e-05,-6.739023902913032771e-06,-4.130350020226103425e-06,-6.739023902913032771e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.459999999999999964e+00,5.000003791859646718e+00,5.000003791859646718e+00,-1.692451868370214502e-05,-6.195525030339155137e-06,-3.791859646717909982e-06,-6.195525030339155137e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.480000000000000426e+00,5.000003475842731859e+00,5.000003475842731859e+00,-1.580084576233961634e-05,-5.687789470076864973e-06,-3.475842731859302148e-06,-5.687789470076864973e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+00,5.000003180999979868e+00,5.000003180999979868e+00,-1.474213759588454969e-05,-5.213764097788953222e-06,-3.180999979868204264e-06,-5.213764097788953222e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.520000000000000462e+00,5.000002906098503175e+00,5.000002906098503175e+00,-1.374507383327632519e-05,-4.771499969802306396e-06,-2.906098503174803227e-06,-4.771499969802306396e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.540000000000000036e+00,5.000002649968878998e+00,5.000002649968878998e+00,-1.280648122542491333e-05,-4.359147754762204841e-06,-2.649968878998265609e-06,-4.359147754762204841e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.560000000000000497e+00,5.000002411502310729e+00,5.000002411502310729e+00,-1.192332843473216200e-05,-3.974953318497398413e-06,-2.411502310728508292e-06,-3.974953318497398413e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.580000000000000071e+00,5.000002189647892337e+00,5.000002189647892337e+00,-1.109272093786822289e-05,-3.617253466092762437e-06,-2.189647892336665791e-06,-3.617253466092762437e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000533e+00,5.000001983409971373e+00,5.000001983409971373e+00,-1.031189602793190013e-05,-3.284471838504998686e-06,-1.983409971373362168e-06,-3.284471838504998686e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.620000000000000107e+00,5.000001791845613219e+00,5.000001791845613219e+00,-9.578217920844715294e-06,-2.975114957060043253e-06,-1.791845613219322786e-06,-2.975114957060043253e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.639999999999999680e+00,5.000001614062154154e+00,5.000001614062154154e+00,-8.889172970743142182e-06,-2.687768419828984179e-06,-1.614062154153828033e-06,-2.687768419828984179e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.660000000000000142e+00,5.000001449214853899e+00,5.000001449214853899e+00,-8.242364996791901830e-06,-2.421093231230742049e-06,-1.449214853899150057e-06,-2.421093231230742049e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.679999999999999716e+00,5.000001296504639647e+00,5.000001296504639647e+00,-7.635510725197583817e-06,-2.173822280848725086e-06,-1.296504639647366730e-06,-2.173822280848725086e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000178e+00,5.000001155175932688e+00,5.000001155175932688e+00,-7.066435348624930445e-06,-1.944756959471050095e-06,-1.155175932687768636e-06,-1.944756959471050095e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.719999999999999751e+00,5.000001024514568293e+00,5.000001024514568293e+00,-6.533068203665602865e-06,-1.732763899031652954e-06,-1.024514568293000139e-06,-1.732763899031652954e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.740000000000000213e+00,5.000000903845797318e+00,5.000000903845797318e+00,-6.033438568542992853e-06,-1.536771852439500208e-06,-9.038457973176150517e-07,-1.536771852439500208e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.759999999999999787e+00,5.000000792532365956e+00,5.000000792532365956e+00,-5.565671581286336165e-06,-1.355768695976422578e-06,-7.925323659563332512e-07,-1.355768695976422578e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.780000000000000249e+00,5.000000689972680767e+00,5.000000689972680767e+00,-5.127984278051152112e-06,-1.188798548934499877e-06,-6.899726807674255724e-07,-1.188798548934499877e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.799999999999999822e+00,5.000000595599045639e+00,5.000000595599045639e+00,-4.718681752361150398e-06,-1.034959021151138359e-06,-5.955990456385507059e-07,-1.034959021151138359e-06,0.000000000000000000e+00,0.000000000000000000e+00
5.820000000000000284e+00,5.000000508875976912e+00,5.000000508875976912e+00,-4.336153433970817541e-06,-8.933985684578260589e-07,-5.088759769122930265e-07,-8.933985684578260589e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.839999999999999858e+00,5.000000429298586901e+00,5.000000429298586901e+00,-3.978869487110579402e-06,-7.633139653684395398e-07,-4.292985869014387390e-07,-7.633139653684395398e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.860000000000000320e+00,5.000000356391040235e+00,5.000000356391040235e+00,-3.645377326434737103e-06,-6.439478803521581085e-07,-3.563910402348824391e-07,-6.439478803521581085e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.879999999999999893e+00,5.000000289705075041e+00,5.000000289705075041e+00,-3.334298249826495674e-06,-5.345865603523236587e-07,-2.897050750405583130e-07,-5.345865603523236587e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000355e+00,5.000000228818591630e+00,5.000000228818591630e+00,-3.044324186099929642e-06,-4.345576125608374696e-07,-2.288185916299312339e-07,-4.345576125608374696e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.919999999999999929e+00,5.000000173334300690e+00,5.000000173334300690e+00,-2.774214556234426447e-06,-3.432278874448968509e-07,-1.733343006904419781e-07,-3.432278874448968509e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.940000000000000391e+00,5.000000122878435427e+00,5.000000122878435427e+00,-2.522793245714549972e-06,-2.600014510356629671e-07,-1.228784354267986600e-07,-2.600014510356629671e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.959999999999999964e+00,5.000000077099521434e+00,5.000000077099521434e+00,-2.288945686457114605e-06,-1.843176531401979901e-07,-7.709952143386544776e-08,-1.843176531401979901e-07,0.000000000000000000e+00,0.000000000000000000e+00
5.980000000000000426e+00,5.000000035667200748e+00,5.000000035667200748e+00,-2.071616046026483088e-06,-1.156492821507981716e-07,-3.566720074843487964e-08,-1.156492821507981716e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,4.999999998271110080e+00,4.999999998271110080e+00,-1.869804521536099927e-06,-5.350080112265231946e-08,1.728889920116216672e-09,-5.350080112265231946e-08,0.000000000000000000e+00,0.000000000000000000e+00
6.020000000000000462e+00,4.999999964619814996e+00,4.999999964619814996e+00,-1.682564735894472586e-06,2.593334880174325008e-09,3.538018500393036447e-08,2.593334880174325008e-09,0.000000000000000000e+00,0.000000000000000000e+00
6.040000000000000036e+00,4.999999934439790295e+00,4.999999934439790295e+00,-1.509001234554435688e-06,5.307027750589554671e-08,6.556020970549525373e-08,5.307027750589554671e-08,0.000000000000000000e+00,0.000000000000000000e+00
6.060000000000000497e+00,4.999999907474448335e+00,4.999999907474448335e+00,-1.348267079643167768e-06,9.834031455824288059e-08,9.252555166483489302e-08,9.834031455824288059e-08,0.000000000000000000e+00,0.000000000000000000e+00
6.080000000000000071e+00,4.999999883483217999e+00,4.999999883483217999e+00,-1.199561538929125842e-06,1.387883274972523395e-07,1.165167820005308386e-07,1.387883274972523395e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000533e+00,4.999999862240660953e+00,4.999999862240660953e+00,-1.062127867736133611e-06,1.747751730007962578e-07,1.377593390472497958e-07,1.747751730007962578e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.120000000000000107e+00,4.999999843535637645e+00,4.999999843535637645e+00,-9.352511801054328438e-07,2.066390085708746938e-07,1.564643623552797180e-07,2.066390085708746938e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.140000000000000568e+00,4.999999827170509725e+00,4.999999827170509725e+00,-8.182564077415975805e-07,2.346965435329195770e-07,1.728294902747506967e-07,2.346965435329195770e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.160000000000000142e+00,4.999999812960382428e+00,4.999999812960382428e+00,-7.105063434262252286e-07,2.592442354121260450e-07,1.870396175718269660e-07,2.592442354121260450e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.179999999999999716e+00,4.999999800732386923e+00,4.999999800732386923e+00,-6.113997664478286290e-07,2.805594263577404490e-07,1.992676130768700204e-07,2.805594263577404490e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000178e+00,4.999999790324993754e+00,4.999999790324993754e+00,-5.203696478415153054e-07,2.989014196153050307e-07,2.096750062463570430e-07,2.989014196153050307e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.219999999999999751e+00,4.999999781587365355e+00,4.999999781587365355e+00,-4.368814321204102184e-07,3.145125093695355645e-07,2.184126346449488665e-07,3.145125093695355645e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.240000000000000213e+00,4.999999774378737882e+00,4.999999774378737882e+00,-3.604313937116268719e-07,3.276189519674232997e-07,2.256212621176700850e-07,3.276189519674232997e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.259999999999999787e+00,4.999999768567836789e+00,4.999999768567836789e+00,-2.905450650228136773e-07,3.384318931765051275e-07,2.314321632113092164e-07,3.384318931765051275e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.280000000000000249e+00,4.999999764032321714e+00,4.999999764032321714e+00,-2.267757340388359377e-07,3.471482448169638246e-07,2.359676782859310151e-07,3.471482448169638246e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.299999999999999822e+00,4.999999760658261572e+00,4.999999760658261572e+00,-1.687030088920626757e-07,3.539515174288965227e-07,2.393417384283225147e-07,3.539515174288965227e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.320000000000000284e+00,4.999999758339632727e+00,4.999999758339632727e+00,-1.159314472386080310e-07,3.590126076424837720e-07,2.416603672728001584e-07,3.590126076424837720e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.339999999999999858e+00,4.999999756977847376e+00,4.999999756977847376e+00,-6.808924742382722000e-08,3.624905509092002376e-07,2.430221526239506602e-07,3.624905509092002376e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.360000000000000320e+00,4.999999756481307678e+00,4.999999756481307678e+00,-2.482699978785189764e-08,3.645332289359259903e-07,2.435186923221976940e-07,3.645332289359259903e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.379999999999999893e+00,4.999999756764977654e+00,4.999999756764977654e+00,1.418350403926293894e-08,3.652780384832965410e-07,2.432350223458001892e-07,3.652780384832965410e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000355e+00,4.999999757749986173e+00,4.999999757749986173e+00,4.925040698720667409e-08,3.648525335187002838e-07,2.422500138266059366e-07,3.648525335187002838e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.419999999999999929e+00,4.999999759363243257e+00,4.999999759363243257e+00,8.066286836247690710e-08,3.633750207399089049e-07,2.406367567431288990e-07,3.633750207399089049e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.440000000000000391e+00,4.999999761537084808e+00,4.999999761537084808e+00,1.086920950376985565e-07,3.609551351146933484e-07,2.384629151919170909e-07,3.609551351146933484e-07,0.000000000000000000e+00,0.000000000000000000e+00
6.459999999999999964e+00,4.999999764208931552e+00,4.999999764208931552e+00,1.335923228127162539e-07,3.576943727878756363e-07,2.357910684480657437e-07,3.576943727878756363e-07,0.000000000000000000e+00,0.000000000000000000e+00
