t_s,x_ref_cm,x_meas_cm,x_meas_raw_cm,x_true_cm,v_true_cmps,v_obs_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
1.340000000000000080e+00,5.000000000000000000e+00,4.902397793452853314e+00,4.219092467579622863e+00,4.219092467579622863e+00,3.365428124879982774e-01,3.365428124879982774e-01,5.675809069355868264e-01,9.760220654714668598e-02,2.242906459158189036e-01,1.503556557737970728e-02,3.282546954423882224e-01
1.360000000000000098e+00,5.000000000000000000e+00,4.704696538981603560e+00,4.225809103718535020e+00,4.225809103718535020e+00,3.358318069455903943e-01,3.358318069455903943e-01,3.294327570639196123e-01,2.953034610183964404e-01,1.239548023148762945e-01,1.504395936714276148e-02,1.904339953819005615e-01
1.380000000000000115e+00,5.000000000000000000e+00,5.075653819173284731e+00,4.233097803788459679e+00,4.233097803788459679e+00,3.644350034962480223e-01,3.644350034962480223e-01,6.218637724521666188e-01,-7.565381917328473094e-02,3.750353954933635103e-01,1.506935546479034292e-02,2.317590214940127846e-01
1.400000000000000133e+00,5.000000000000000000e+00,4.734844153428853453e+00,4.239450588028184974e+00,4.239450588028184974e+00,3.176392119862853636e-01,3.176392119862853636e-01,-1.035229116033784397e-01,2.651558465711465473e-01,-9.608035035007160551e-02,1.506284923634144089e-02,-2.250541048964826985e-02
1.419999999999999929e+00,5.000000000000000000e+00,4.502664661071227314e+00,4.246179699851903244e+00,4.246179699851903244e+00,3.364555911859044013e-01,3.364555911859044013e-01,5.058030039824756852e-01,4.973353389287726856e-01,3.367479251453561195e-01,1.508565263914656007e-02,1.539694261979729639e-01
1.439999999999999947e+00,5.000000000000000000e+00,4.449331066978421845e+00,4.253976197072150356e+00,4.253976197072150356e+00,3.898248610123654090e-01,3.898248610123654090e-01,8.701482894505147003e-01,5.506689330215781553e-01,6.316158804395413107e-01,1.512842347829443379e-02,2.234039855326789004e-01
1.459999999999999964e+00,5.000000000000000000e+00,4.092637451599487441e+00,4.262787981061722853e+00,4.262787981061722853e+00,4.405891994786319543e-01,4.405891994786319543e-01,8.974682456750309179e-01,9.073625484005125585e-01,6.993495449374043105e-01,1.517578100653428977e-02,1.829429197310923627e-01
1.479999999999999982e+00,5.000000000000000000e+00,4.148489133845375321e+00,4.273665182082187819e+00,4.273665182082187819e+00,5.438600510232509677e-01,5.438600510232509677e-01,1.473297714924821644e+00,8.515108661546246793e-01,1.152350436468650985e+00,1.525381418569673325e-02,3.056934642704739469e-01
1.500000000000000000e+00,5.000000000000000000e+00,4.144128984165071472e+00,4.286020497263341333e+00,4.286020497263341333e+00,6.177657590576697277e-01,6.177657590576697277e-01,1.282917131367439012e+00,8.558710158349285280e-01,1.081418800016373361e+00,1.532704412018603100e-02,1.861712872308796118e-01
1.520000000000000018e+00,5.000000000000000000e+00,3.950057266822293744e+00,4.299609977115860460e+00,4.299609977115860460e+00,6.794739926259342200e-01,6.794739926259342200e-01,1.234848094740314206e+00,1.049942733177706256e+00,1.086956190110359266e+00,1.540064902754783444e-02,1.324912556024070431e-01
