t_s,x_ref_cm,x_meas_cm,x_meas_raw_cm,x_true_cm,v_true_cmps,v_obs_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
6.600000000000000311e-01,5.000000000000000000e+00,3.758968881289403985e+00,3.758968881289403985e+00,3.758968881289403985e+00,4.757713450270473210e+00,4.757713450270473210e+00,3.264469049774342935e+00,1.241031118710596015e+00,2.672370775432010959e+00,1.121357045666260266e+00,-5.292587713239282898e-01
6.800000000000000488e-01,5.000000000000000000e+00,3.850812957495951760e+00,3.850812957495951760e+00,3.850812957495951760e+00,4.592203810327394997e+00,4.592203810327394997e+00,3.102617050839694191e+00,1.149187042504048240e+00,2.482062237421192030e+00,1.133767356853366159e+00,-5.132125434348639992e-01
7.000000000000000666e-01,5.000000000000000000e+00,3.939365862916989425e+00,3.939365862916989425e+00,3.939365862916989425e+00,4.427645271051883213e+00,4.427645271051883213e+00,2.946618417572276716e+00,1.060634137083010575e+00,2.298374085008096479e+00,1.145259227278406566e+00,-4.970148947142264406e-01
7.199999999999999734e-01,5.000000000000000000e+00,4.024656265912691211e+00,4.024656265912691211e+00,4.024656265912691211e+00,4.264520149785068881e+00,4.264520149785068881e+00,2.796394058383742554e+00,9.753437340873087891e-01,2.121268274166021151e+00,1.155865568649236730e+00,-4.807397844315149937e-01
7.399999999999999911e-01,5.000000000000000000e+00,4.106721334649960475e+00,4.106721334649960475e+00,4.106721334649960475e+00,4.103253436863473880e+00,4.103253436863473880e+00,2.651853020569114427e+00,8.932786653500395246e-01,1.950687468174617578e+00,1.165619005990109924e+00,-4.644534535956131860e-01
7.600000000000000089e-01,5.000000000000000000e+00,4.185605684718944453e+00,4.185605684718944453e+00,4.185605684718944453e+00,3.944217503449212181e+00,3.944217503449212181e+00,2.512894102720856448e+00,8.143943152810555475e-01,1.786557330700079049e+00,1.174551792643610426e+00,-4.482150206228331379e-01
7.800000000000000266e-01,5.000000000000000000e+00,4.261360414434668620e+00,4.261360414434668620e+00,4.261360414434668620e+00,3.787736485786198148e+00,3.787736485786198148e+00,2.379407326819072743e+00,7.386395855653313802e-01,1.628788630562111095e+00,1.182695735796420955e+00,-4.320770395394591401e-01
8.000000000000000444e-01,5.000000000000000000e+00,4.334042221739883516e+00,4.334042221739883516e+00,4.334042221739883516e+00,3.634090365260731481e+00,3.634090365260731481e+00,2.251275280531529699e+00,6.659577782601164841e-01,1.477279171130662760e+00,1.190082131652074215e+00,-4.160860222512076656e-01
8.200000000000000622e-01,5.000000000000000000e+00,4.403712596993418771e+00,4.403712596993418771e+00,4.403712596993418771e+00,3.483518762676782288e+00,3.483518762676782288e+00,2.128374339421240435e+00,5.962874030065812292e-01,1.331915556520232968e+00,1.196741709434675283e+00,-4.002829265336677045e-01
8.399999999999999689e-01,5.000000000000000000e+00,4.470437086277648575e+00,4.470437086277648575e+00,4.470437086277648575e+00,3.336224464211507534e+00,3.336224464211507534e+00,2.010575778024033422e+00,5.295629137223514249e-01,1.192574806013162458e+00,1.202704583464741184e+00,-3.847036114538702756e-01
8.599999999999999867e-01,5.000000000000000000e+00,4.534284620189660941e+00,4.534284620189660941e+00,4.534284620189660941e+00,3.192376695600618319e+00,3.192376695600618319e+00,1.897746778102613607e+00,4.657153798103390585e-01,1.059125827444702850e+00,1.208000212601964662e+00,-3.693792619440539049e-01
8.800000000000000044e-01,5.000000000000000000e+00,4.595326903394055584e+00,4.595326903394055584e+00,4.595326903394055584e+00,3.052114160219745465e+00,3.052114160219745465e+00,1.789751341791889994e+00,4.046730966059444157e-01,9.314307596206781170e-01,1.212657366400068160e+00,-3.543367842288562830e-01
9.000000000000000222e-01,5.000000000000000000e+00,4.653637860511633306e+00,4.653637860511633306e+00,4.653637860511633306e+00,2.915547855878893202e+00,2.915547855878893202e+00,1.686451116811225059e+00,3.463621394883666937e-01,8.093461932118888313e-01,1.216704097366127613e+00,-3.395991737667913846e-01
9.200000000000000400e-01,5.000000000000000000e+00,4.709293134198302866e+00,4.709293134198302866e+00,4.709293134198302866e+00,2.782763684333466436e+00,2.782763684333466436e+00,1.587706140424624213e+00,2.907068658016971341e-01,6.927242789767333875e-01,1.220167718761011377e+00,-3.251858573131205521e-01
9.400000000000000577e-01,5.000000000000000000e+00,4.762369631533052150e+00,4.762369631533052150e+00,4.762369631533052150e+00,2.653824866737443333e+00,2.653824866737443333e+00,1.493375508373234073e+00,2.376303684669478500e-01,5.814137316033942682e-01,1.223074787419028420e+00,-3.111130106491887259e-01
9.599999999999999645e-01,5.000000000000000000e+00,4.812945115083488545e+00,4.812945115083488545e+00,4.812945115083488545e+00,2.528774177521802891e+00,2.528774177521802891e+00,1.403317974581037575e+00,1.870548849165114547e-01,4.752607369338957000e-01,1.225451091103697987e+00,-2.973938534565560565e-01
9.799999999999999822e-01,5.000000000000000000e+00,4.861097835252961907e+00,4.861097835252961907e+00,4.861097835252961907e+00,2.407636008473686751e+00,2.407636008473686751e+00,1.317392487040642157e+00,1.389021647470380927e-01,3.741097698330229093e-01,1.227321639952863030e+00,-2.840389227452438381e-01
1.000000000000000000e+00,5.000000000000000000e+00,4.906906200735325463e+00,4.906906200735325463e+00,4.906906200735325463e+00,2.290418274118171116e+00,2.290418274118171116e+00,1.235458664918528848e+00,9.309379926467453714e-02,2.778043294940761854e-01,1.228710661600333376e+00,-2.710563261758807130e-01
1.020000000000000018e+00,5.000000000000000000e+00,4.950448484112603964e+00,4.950448484112603964e+00,4.950448484112603964e+00,2.177114168863920618e+00,2.177114168863920618e+00,1.157377221575667470e+00,4.955151588739603596e-02,1.861875985293490743e-01,1.229641599592980139e+00,-2.584519765466618546e-01
1.040000000000000036e+00,5.000000000000000000e+00,4.991801568797592736e+00,4.991801568797592736e+00,4.991801568797592736e+00,2.067654234249447498e+00,2.067654234249447498e+00,1.082514822719191194e+00,8.198431202407263640e-03,9.910303177479207193e-02,1.229641599592980139e+00,-2.462298086485810444e-01
1.060000000000000053e+00,5.000000000000000000e+00,5.031042640951915779e+00,5.031042640951915779e+00,5.031042640951915779e+00,1.962053607716133241e+00,1.962053607716133241e+00,1.011647968916304707e+00,-3.104264095191577866e-02,1.639686240481452728e-02,1.229641599592980139e+00,-2.343904930814899035e-01
1.080000000000000071e+00,5.000000000000000000e+00,5.068248848619407276e+00,5.068248848619407276e+00,5.068248848619407276e+00,1.860310383374581988e+00,1.860310383374581988e+00,9.446213643006210470e-01,-6.824884861940727632e-02,-6.208528190383155732e-02,1.229641599592980139e+00,-2.229349533885275070e-01
1.100000000000000089e+00,5.000000000000000000e+00,5.103495630790138904e+00,5.103495630790138904e+00,5.103495630790138904e+00,1.762339108536600252e+00,1.762339108536600252e+00,8.805976349947650661e-01,-1.034956307901389039e-01,-1.364976972388145526e-01,1.228959111106786128e+00,-2.118637788732065097e-01
1.120000000000000107e+00,5.000000000000000000e+00,5.136857250893299920e+00,5.136857250893299920e+00,5.136857250893299920e+00,1.668081005158066787e+00,1.668081005158066787e+00,8.197580747512650534e-01,-1.368572508932999199e-01,-2.069912615802778078e-01,1.227924154798884837e+00,-2.011748184673420037e-01
1.140000000000000124e+00,5.000000000000000000e+00,5.168406661540988267e+00,5.168406661540988267e+00,5.168406661540988267e+00,1.577470532384407154e+00,1.577470532384407154e+00,7.619762774214711154e-01,-1.684066615409882672e-01,-2.737145017865998398e-01,1.226555582289951873e+00,-1.908648030818809183e-01
1.159999999999999920e+00,5.000000000000000000e+00,5.198215388552834604e+00,5.198215388552834604e+00,5.198215388552834604e+00,1.490436350592338144e+00,1.490436350592338144e+00,7.071287144637162791e-01,-1.982153885528346038e-01,-3.368133230819765345e-01,1.224871515674542000e+00,-1.809294781288491583e-01
1.179999999999999938e+00,5.000000000000000000e+00,5.226353432582447667e+00,5.226353432582447667e+00,5.226353432582447667e+00,1.406902201480642489e+00,1.406902201480642489e+00,6.550948594753805976e-01,-2.263534325824476667e-01,-3.964307771056692076e-01,1.222889361789013751e+00,-1.713637252079639184e-01
1.199999999999999956e+00,5.000000000000000000e+00,5.252889186786315889e+00,5.252889186786315889e+00,5.252889186786315889e+00,1.326787710193408243e+00,1.326787710193408243e+00,6.057572886082996932e-01,-2.528891867863158893e-01,-4.527068651648953335e-01,1.220625827463189372e+00,-1.621616736899943456e-01
1.219999999999999973e+00,5.000000000000000000e+00,5.277889369088065052e+00,5.277889369088065052e+00,5.277889369088065052e+00,1.250009115087457046e+00,1.250009115087457046e+00,5.590017591338960479e-01,-2.778893690880650524e-01,-5.057783735726317786e-01,1.218096935595326169e+00,-1.533168028887983703e-01
1.239999999999999991e+00,5.000000000000000000e+00,5.301418967696146289e+00,5.301418967696146289e+00,5.301418967696146289e+00,1.176479930404064511e+00,1.176479930404064511e+00,5.147172682535328114e-01,-3.014189676961462894e-01,-5.557787381761301049e-01,1.215318041904445590e+00,-1.448220354747826177e-01
1.260000000000000009e+00,5.000000000000000000e+00,5.323541198631600579e+00,5.323541198631600579e+00,5.323541198631600579e+00,1.106111546772730270e+00,1.106111546772730270e+00,4.727960940907217635e-01,-3.235411986316005795e-01,-6.028379353922925787e-01,1.212303852227484047e+00,-1.366698227444696767e-01
1.280000000000000027e+00,5.000000000000000000e+00,5.344317474114816946e+00,5.344317474114816946e+00,5.344317474114816946e+00,1.038813774160822989e+00,1.038813774160822989e+00,4.331338206536566315e-01,-3.443174741148169460e-01,-6.470823972632011589e-01,1.209068440241167997e+00,-1.288522223243102061e-01
1.300000000000000044e+00,5.000000000000000000e+00,5.363807380746548503e+00,5.363807380746548503e+00,5.363807380746548503e+00,9.744953315865951815e-01,9.744953315865951815e-01,3.956293484185443576e-01,-3.638073807465485032e-01,-6.886349482296338920e-01,1.205625265500019916e+00,-1.213609688518416940e-01
1.320000000000000062e+00,5.000000000000000000e+00,5.382068666499218779e+00,5.382068666499218779e+00,5.382068666499218779e+00,9.130642876334927882e-01,9.130642876334927882e-01,3.601848920555709155e-01,-3.820686664992187787e-01,-7.276147614930970065e-01,1.201987191692554413e+00,-1.141875381438865189e-01
1.340000000000000080e+00,5.000000000000000000e+00,5.399157235610020145e+00,5.399157235610020145e+00,5.399157235610020145e+00,8.544284555400833980e-01,8.544284555400833980e-01,3.267059666993987754e-01,-3.991572356100201446e-01,-7.641373329984375573e-01,1.198166505027562279e+00,-1.073232053297259736e-01
1.360000000000000098e+00,5.000000000000000000e+00,5.415127150537850653e+00,5.415127150537850653e+00,5.415127150537850653e+00,7.984957463915162146e-01,7.984957463915162146e-01,2.951013640544116190e-01,-4.151271505378506532e-01,-7.983144712200402893e-01,1.194174932671462130e+00,-1.007590973970102360e-01
1.380000000000000115e+00,5.000000000000000000e+00,5.430030640211939819e+00,5.430030640211939819e+00,5.430030640211939819e+00,7.451744837044375069e-01,7.451744837044375069e-01,2.652831195207294712e-01,-4.300306402119398186e-01,-8.302543010757013064e-01,1.190023661166083713e+00,-9.448624056965293505e-02
1.400000000000000133e+00,5.000000000000000000e+00,5.443918113861480279e+00,5.443918113861480279e+00,5.443918113861480279e+00,6.943736824770131433e-01,6.943736824770131433e-01,2.371664714301938426e-01,-4.439181138614802791e-01,-8.600612804238796372e-01,1.185723354763964288e+00,-8.849560290989080813e-02
1.419999999999999929e+00,5.000000000000000000e+00,5.456838179772848463e+00,5.456838179772848463e+00,5.456838179772848463e+00,6.460032955684272826e-01,6.460032955684272826e-01,2.106698133911546200e-01,-4.568381797728484628e-01,-8.878362277229605581e-01,1.181284173625349432e+00,-8.277813251123425364e-02
1.439999999999999947e+00,5.000000000000000000e+00,5.468837668374393779e+00,5.468837668374393779e+00,5.468837668374393779e+00,5.999744300772853478e-01,5.999744300772853478e-01,1.857146406570078234e-01,-4.688376683743937789e-01,-9.136763595456969256e-01,1.176715791827620983e+00,-7.732479162491624758e-02
1.459999999999999964e+00,5.000000000000000000e+00,5.479961659098495197e+00,5.479961659098495197e+00,5.479961659098495197e+00,5.561995362050897729e-01,5.561995362050897729e-01,1.622254913553300704e-01,-4.799616590984951969e-01,-9.376753367487875579e-01,1.172027415143876983e+00,-7.212658703975935448e-02
1.479999999999999982e+00,5.000000000000000000e+00,5.490253510516870605e+00,5.490253510516870605e+00,5.490253510516870605e+00,5.145925709187726405e-01,5.145925709187726405e-01,1.401298833419179768e-01,-4.902535105168706053e-01,-9.599233181969903939e-01,1.167227798552892049e+00,-6.717459701398367788e-02
1.500000000000000000e+00,5.000000000000000000e+00,5.499754893288161917e+00,5.499754893288161917e+00,5.499754893288161917e+00,4.750691385645584019e-01,4.750691385645584019e-01,1.193582473766303387e-01,-4.997548932881619166e-01,-9.805070210337412107e-01,1.162325263447723245e+00,-6.245999503735168851e-02
1.520000000000000018e+00,5.000000000000000000e+00,5.508505825496834873e+00,5.508505825496834873e+00,5.508505825496834873e+00,4.375466104336460660e-01,4.375466104336460660e-01,9.984385725543475087e-02,-5.085058254968348734e-01,-9.995097865763238332e-01,1.157327714514841732e+00,-5.797407068308314815e-02
1.540000000000000036e+00,5.000000000000000000e+00,5.516544709999590346e+00,5.516544709999590346e+00,5.516544709999590346e+00,4.019442251377850495e-01,4.019442251377850495e-01,8.152275747503592851e-02,-5.165447099995903457e-01,-1.017011650993669747e+00,1.152242656259873321e+00,-5.370824779116763897e-02
1.560000000000000053e+00,5.000000000000000000e+00,5.523908373429976315e+00,5.523908373429976315e+00,5.523908373429976315e+00,3.681831715192811494e-01,3.681831715192811494e-01,6.433368895274607646e-02,-5.239083734299763151e-01,-1.033089419999180691e+00,1.147077209159877320e+00,-4.965410020795055224e-02
1.580000000000000071e+00,5.000000000000000000e+00,5.530632106543872162e+00,5.530632106543872162e+00,5.530632106543872162e+00,3.361866556948011064e-01,3.361866556948011064e-01,4.821801327448063668e-02,-5.306321065438721618e-01,-1.047816746859952630e+00,1.141838125425577610e+00,-4.580336529114434341e-02
1.600000000000000089e+00,5.000000000000000000e+00,5.536749705618174033e+00,5.536749705618174033e+00,5.536749705618174033e+00,3.058799537150959647e-01,3.058799537150959647e-01,3.311963589774976485e-02,-5.367497056181740334e-01,-1.061264213087744324e+00,1.136531804360138898e+00,-4.214795537464480907e-02
1.620000000000000107e+00,5.000000000000000000e+00,5.542293514642433472e+00,5.542293514642433472e+00,5.542293514642433472e+00,2.771904512129768627e-01,2.771904512129768627e-01,1.898492869390498716e-02,-5.422935146424334718e-01,-1.073499411236348067e+00,1.131164307303957228e+00,-3.867996737370417437e-02
1.640000000000000124e+00,5.000000000000000000e+00,5.547294468068616702e+00,5.547294468068616702e+00,5.547294468068616702e+00,2.500476713091475678e-01,2.500476713091475678e-01,5.762652174683871587e-03,-5.472944680686167018e-01,-1.084587029284866944e+00,1.125741372157532894e+00,-3.539169069798207834e-02
1.660000000000000142e+00,5.000000000000000000e+00,5.551782133907605221e+00,5.551782133907605221e+00,5.551782133907605221e+00,2.243832919494078981e-01,2.243832919494078981e-01,-6.596122288249073318e-03,-5.517821339076052212e-01,-1.094588936137233404e+00,1.120268427476846629e+00,-3.227561362786229848e-02
1.679999999999999938e+00,5.000000000000000000e+00,5.555784756982744099e+00,5.555784756982744099e+00,5.555784756982744099e+00,2.001311537569244736e-01,2.001311537569244736e-01,-1.813808997542628101e-02,-5.557847569827440992e-01,-1.103564267815210442e+00,1.114750606137770550e+00,-2.932442829798638864e-02
1.699999999999999956e+00,5.000000000000000000e+00,5.559329302170731069e+00,5.559329302170731069e+00,5.559329302170731069e+00,1.772272593993476364e-01,1.772272593993476364e-01,-2.890778981884390558e-02,-5.593293021707310686e-01,-1.111569513965488198e+00,1.109192758567943082e+00,-2.653103442129878947e-02
1.719999999999999973e+00,5.000000000000000000e+00,5.562441497478575414e+00,5.562441497478575414e+00,5.562441497478575414e+00,1.556097653922012825e-01,1.556097653922012825e-01,-3.894768067211595852e-02,-5.624414974785754140e-01,-1.118658604341462137e+00,1.103599465546235781e+00,-2.388854187688960531e-02
1.739999999999999991e+00,5.000000000000000000e+00,5.565145876822312765e+00,5.565145876822312765e+00,5.565145876822312765e+00,1.352189671868521681e-01,1.352189671868521681e-01,-4.829821666129000685e-02,-5.651458768223127649e-01,-1.124882994957150828e+00,1.097975050571450062e+00,-2.139027227558924077e-02
1.760000000000000009e+00,5.000000000000000000e+00,5.567465822388776076e+00,5.567465822388776076e+00,5.567465822388776076e+00,1.159972783231752458e-01,1.159972783231752458e-01,-5.699792144991699949e-02,-5.674658223887760755e-01,-1.130291753644625530e+00,1.092323591803227023e+00,-1.902975960851849627e-02
1.780000000000000027e+00,5.000000000000000000e+00,5.569423606476045840e+00,5.569423606476045840e+00,5.569423606476045840e+00,9.788920436347063603e-02,9.788920436347063603e-02,-6.508346127387083790e-02,-5.694236064760458405e-01,-1.134931644777552151e+00,1.086648933579339227e+00,-1.680075007565791367e-02
1.800000000000000044e+00,5.000000000000000000e+00,5.571040432721345859e+00,5.571040432721345859e+00,5.571040432721345859e+00,8.084131226498575407e-02,8.084131226498575407e-02,-7.258971662137814196e-02,-5.710404327213458586e-01,-1.138847212952091681e+00,1.080954697514578733e+00,-1.469720118386518698e-02
1.820000000000000062e+00,5.000000000000000000e+00,5.572336476637211433e+00,5.572336476637211433e+00,5.572336476637211433e+00,6.480219579328898305e-02,6.480219579328898305e-02,-7.954985245198201160e-02,-5.723364766372114332e-01,-1.142080865442691717e+00,1.075244293187365363e+00,-1.271328019665565745e-02
1.840000000000000080e+00,5.000000000000000000e+00,5.573330925387760537e+00,5.573330925387760537e+00,5.573330925387760537e+00,4.972243752747138729e-02,4.972243752747138729e-02,-8.599538686488696071e-02,-5.733309253877605371e-01,-1.144672953274422866e+00,1.069520928420993222e+00,-1.084336201145732169e-02
