t_s,x_ref_cm,x_meas_cm,x_meas_raw_cm,x_true_cm,v_true_cmps,v_obs_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
5.999999999999999778e-01,4.785681728623725206e+00,2.848374215357902361e+00,2.071348643575751325e+00,2.071348643575751325e+00,3.160080654387534160e+00,4.674526608450390697e+00,2.613526410231510777e+00,1.937307513265822845e+00,2.651626348674978484e+00,9.223330069055853120e-03,-4.732326851252394162e-02
6.199999999999999956e-01,4.437969824514281569e+00,2.835793149900787125e+00,2.132070150796177010e+00,2.132070150796177010e+00,3.036075361021283392e+00,4.472101058819684560e+00,1.920027720725028253e+00,1.602176674613494445e+00,2.018786423628601501e+00,9.360035291443300973e-03,-1.081187381950163007e-01
6.400000000000000133e-01,4.410542558466926444e+00,2.224216230457395582e+00,2.190599526227521743e+00,2.190599526227521743e+00,2.926468771567225957e+00,2.490217675996422297e+00,1.940009466480709044e+00,2.186326328009530862e+00,1.999931748878996940e+00,9.495463740579988821e-03,-6.941774613886803058e-02
6.600000000000000311e-01,4.549304963229639398e+00,2.707689502836391426e+00,2.249713026106887614e+00,2.249713026106887614e+00,2.955674993968298470e+00,3.763239436566871987e+00,3.218530995577949305e+00,1.841615460393247972e+00,2.952862690620749575e+00,9.695421371598402296e-03,2.559728835856013851e-01
6.800000000000000488e-01,4.955362432330474576e+00,2.516665664440338901e+00,2.308520865339449557e+00,2.308520865339449557e+00,2.940391961628088691e+00,4.133897198084377500e+00,2.802844670566201568e+00,2.438696767890135675e+00,2.854544620457485582e+00,9.888721243534893263e-03,-6.158867113481891753e-02
7.000000000000000666e-01,4.861376434729036689e+00,3.026391305978339830e+00,2.367527702341481799e+00,2.367527702341481799e+00,2.950341850101608543e+00,3.710139502705681380e+00,3.039890846363287213e+00,1.834985128750696859e+00,2.977782678266646332e+00,1.009036636977972065e-02,5.201780172686090720e-02
7.199999999999999734e-01,4.745481664248501374e+00,2.310231359148348318e+00,2.424585959753043696e+00,2.424585959753043696e+00,2.852912870578105053e+00,1.765324858884582682e+00,1.976052054866574093e+00,2.435250305100153057e+00,2.183244755003105109e+00,1.023820814059095419e-02,-2.174309082771218316e-01
7.399999999999999911e-01,4.298467801268205157e+00,2.542295795841464034e+00,2.481418222414837782e+00,2.481418222414837782e+00,2.841613133089712750e+00,4.058882688936675365e+00,2.739915495694182024e+00,1.756172005426741123e+00,2.525060281492218284e+00,1.040919647461326265e-02,2.044460177273504098e-01
7.600000000000000089e-01,4.849668975115165814e+00,2.644202004029171604e+00,2.538504290192815649e+00,2.538504290192815649e+00,2.854303388898902227e+00,3.876824961444298001e+00,2.968515691181605742e+00,2.205466971085994210e+00,2.930363937677601172e+00,1.060763056803080105e-02,2.754412293597369166e-02
7.800000000000000266e-01,4.923220734727892456e+00,3.191258911711122970e+00,2.595629129210083708e+00,2.595629129210083708e+00,2.856241950863406931e+00,3.838301828755512624e+00,2.873689008543949708e+00,1.731961823016769486e+00,2.894353787987375526e+00,1.080362617887089052e-02,-3.146840562229678145e-02
8.000000000000000444e-01,4.757258801881746102e+00,2.645210328947375622e+00,2.650452076203074991e+00,2.650452076203074991e+00,2.741147349649556197e+00,3.280295076801069687e+00,1.705295938724897375e+00,2.112048472934370480e+00,1.988819860516691351e+00,1.093830216942556430e-02,-2.944622239612195158e-01
8.200000000000000622e-01,5.229139106359999012e+00,3.610989758456821797e+00,2.706509845906370781e+00,2.706509845906370781e+00,2.802888485164781507e+00,3.525365300706023053e+00,3.358558704801807515e+00,1.618149347903177215e+00,3.281589547314031741e+00,1.116052004428304961e-02,6.580863744349252364e-02
8.399999999999999689e-01,4.260672732368541382e+00,3.180180306463272988e+00,2.757764681959262276e+00,2.757764681959262276e+00,2.562741802644569855e+00,3.048549816583169925e+00,4.014216599626639903e-01,1.080492425905268394e+00,8.250973768678838693e-01,1.121639278003945701e-02,-4.348921096852593760e-01
8.599999999999999867e-01,5.089933638835050900e+00,3.379950716937366373e+00,2.808587806394848396e+00,2.808587806394848396e+00,2.541156221779301561e+00,3.142543354378827480e+00,2.346885993991887354e+00,1.709982921897684527e+00,2.425386732112158050e+00,1.138063156662342916e-02,-8.988136968689425244e-02
8.800000000000000044e-01,5.428442328193936461e+00,3.382519820748084882e+00,2.859230095436763985e+00,2.859230095436763985e+00,2.532114452095782564e+00,2.381583464089041424e+00,2.450738524944111152e+00,2.045922507445851579e+00,2.601584346295843897e+00,1.155680184519149341e-02,-1.624026231969244449e-01
9.000000000000000222e-01,5.211373648653681023e+00,3.921104493571990979e+00,2.909246949964046092e+00,2.909246949964046092e+00,2.500842726364095547e+00,3.433974631967712021e+00,2.219397194778913729e+00,1.290269155081690045e+00,2.322644361440107108e+00,1.171408327439137434e-02,-1.149612499355849304e-01
9.200000000000000400e-01,5.297023540936063313e+00,3.677433361480666907e+00,2.957083242159487035e+00,2.957083242159487035e+00,2.391814609772048073e+00,2.952690222618372662e+00,1.410561560443621909e+00,1.619590179455396406e+00,1.747417190152371846e+00,1.183241231246468482e-02,-3.486880420212146725e-01
9.400000000000000577e-01,5.353318429658416200e+00,3.856500388383763411e+00,3.004171139474145491e+00,3.004171139474145491e+00,2.354394865732913011e+00,3.004333445322747043e+00,2.017617169380698350e+00,1.496818041274652789e+00,2.128374036585741536e+00,1.197653842832797043e-02,-1.227334056333709011e-01
9.599999999999999645e-01,5.777605537590924101e+00,4.006401711406956778e+00,3.051103960116584357e+00,3.051103960116584357e+00,2.346641032121937087e+00,2.652622000638076294e+00,2.276856529623152436e+00,1.771203826183967323e+00,2.439803539493094142e+00,1.214175347115978645e-02,-1.750887633411016830e-01
9.799999999999999822e-01,5.145675833946348199e+00,4.146724607361066184e+00,3.095867308441711874e+00,3.095867308441711874e+00,2.238167416256383824e+00,3.011184659723476376e+00,1.261904873466403787e+00,9.989512265852820150e-01,1.446878135625027095e+00,1.223973104569817463e-02,-1.972129932043214795e-01
1.000000000000000000e+00,5.611410834774803291e+00,3.959228008978631586e+00,3.139483496545223851e+00,3.139483496545223851e+00,2.180809405175598403e+00,2.542269302509322149e+00,1.664587305448530286e+00,1.652182825796171706e+00,1.860151508815446109e+00,1.236569406125575567e-02,-2.079298974281715284e-01
1.020000000000000018e+00,5.380889983160470180e+00,4.563730391897152572e+00,3.182269707922377844e+00,3.182269707922377844e+00,2.139310568857708983e+00,2.643666093131324057e+00,1.765821041996702867e+00,8.171595912633176084e-01,1.805510707210935095e+00,1.248795699103539408e-02,-5.217762220526761530e-02
1.040000000000000036e+00,5.556965118438794704e+00,4.528827311482115370e+00,3.222650128073113240e+00,3.222650128073113240e+00,2.019021007536767165e+00,2.439289075290384190e+00,9.364149556482928016e-01,1.028137806956679334e+00,1.261408102707885615e+00,1.257337517751797550e-02,-3.375665222371106999e-01
1.060000000000000053e+00,5.258247036942659491e+00,4.250990311319847059e+00,3.260432674858954272e+00,3.260432674858954272e+00,1.889127339292041352e+00,2.928727498581880972e+00,7.200843250895097025e-01,1.007256725622812432e+00,9.263630513348910522e-01,1.263610527390758229e-02,-2.189148315192889771e-01
1.080000000000000071e+00,5.494582797908055483e+00,4.842697570561798059e+00,3.297591422878635381e+00,3.297591422878635381e+00,1.857937400984045917e+00,2.089021421192526429e+00,1.577227956212086113e+00,6.518852273462574232e-01,1.579362457967024680e+00,1.274305422775416814e-02,-1.487755598269269175e-02
1.100000000000000089e+00,5.916614176416937099e+00,4.864880335060686178e+00,3.333177546088751164e+00,3.333177546088751164e+00,1.779306160505792045e+00,2.196323220930745723e+00,1.071624996201507862e+00,1.051733841356250920e+00,1.363874089436026615e+00,1.283541105585771051e-02,-3.050845042903764237e-01
1.120000000000000107e+00,5.340470923325707275e+00,5.106557583881411233e+00,3.365989597356294105e+00,3.365989597356294105e+00,1.640602563377144385e+00,3.222225269917826207e+00,3.922701892193156126e-01,2.339133394442960423e-01,6.040000470965768420e-01,1.287631184644850296e-02,-2.246061697237097809e-01
1.140000000000000124e+00,5.314608039224228975e+00,5.533153369107795427e+00,3.395519520884585862e+00,3.395519520884585862e+00,1.476496176414596739e+00,2.371951056932867452e+00,-4.613062483314056550e-04,-2.185453298835664526e-01,2.642240782853785275e-01,1.289420418560798497e-02,-2.775795887193179268e-01
1.159999999999999920e+00,5.557265824029921752e+00,5.316646767385675432e+00,3.421369985277629588e+00,3.421369985277629588e+00,1.292523219652181865e+00,2.504324326793040179e+00,-3.632333912095534467e-01,2.406190566442463208e-01,3.062281775110043194e-02,1.289420418560798497e-02,-4.067504131462618688e-01
1.179999999999999938e+00,5.331725601547066873e+00,5.250586411640344231e+00,3.444345681875420340e+00,3.444345681875420340e+00,1.148784829889544445e+00,2.335188804662394535e+00,-1.448606779741924422e-01,8.113918990672264187e-02,1.915011938496713126e-02,1.289420418560798497e-02,-1.769050015447675706e-01
1.199999999999999956e+00,5.064318424764529425e+00,5.320736096727281428e+00,3.464394573609204553e+00,3.464394573609204553e+00,1.002444586689218875e+00,1.705933599466743056e+00,-3.146176021137104817e-01,-2.564176719627520029e-01,-2.365603433322848170e-01,1.287818513873666484e-02,-9.093544392016236766e-02
1.219999999999999973e+00,5.271400425777603260e+00,5.596081804936255288e+00,3.482141841227841095e+00,3.482141841227841095e+00,8.873633809318206556e-01,1.759538358924793933e+00,-1.483674708847629864e-01,-3.246813791586520281e-01,-6.265630210609127171e-02,1.287818513873666484e-02,-9.858935391740837606e-02
1.239999999999999991e+00,4.951596446389930684e+00,5.666593040867103248e+00,3.496090765371841602e+00,3.496090765371841602e+00,6.974462072000200408e-01,1.890381843809604723e+00,-1.011808356386185492e+00,-7.149965944771725646e-01,-8.184964053538322792e-01,1.282275939790168164e-02,-2.061347104302548305e-01
1.260000000000000009e+00,4.804830082374970779e+00,5.300902270543836003e+00,3.506122598696849391e+00,3.506122598696849391e+00,5.015916662503903112e-01,1.571984517457614805e+00,-1.261099202296277477e+00,-4.960721881688652246e-01,-1.094438957285008174e+00,1.274864778347135907e-02,-1.794088927947406764e-01
1.280000000000000027e+00,4.992741466471738221e+00,5.408961329471565271e+00,3.514507020096251377e+00,3.514507020096251377e+00,4.192210699700938403e-01,1.830084084422028301e+00,-3.221142965525743973e-01,-4.162198629998270505e-01,-3.913642211715641639e-01,1.272214595432115923e-02,5.652777866466862644e-02
1.300000000000000044e+00,4.384779776450735689e+00,6.186422633224628598e+00,3.519448358411159994e+00,3.519448358411159994e+00,2.470669157454411236e-01,1.751669965019285513e+00,-1.302320472276433438e+00,-1.801642856773892909e+00,-1.300710572336453597e+00,1.263406634076136813e-02,-1.424396628074113547e-02
1.320000000000000062e+00,4.915096363701561444e+00,5.813137475603896043e+00,3.519897150623221282e+00,3.519897150623221282e+00,2.243961060307131383e-02,1.445296011906556100e+00,-1.999206135678257112e+00,-8.980411119023345989e-01,-1.614584362294295250e+00,1.252473228158238437e-02,-3.971465056655443249e-01
1.340000000000000080e+00,4.781734407997006997e+00,5.652045889073797014e+00,3.517521958794648906e+00,3.517521958794648906e+00,-1.187595914286095344e-01,1.281729799851988760e+00,-1.389552409713737280e+00,-8.703114810767900167e-01,-1.309881895860749212e+00,1.243603161776819267e-02,-9.210654547075630694e-02
1.360000000000000098e+00,4.634626148006460333e+00,5.887900892789119212e+00,3.512856235130187965e+00,3.512856235130187965e+00,-2.332861832230507249e-01,1.292942021912733663e+00,-1.264025509373021272e+00,-1.253274744782658878e+00,-1.292123071155517611e+00,1.234853352003640117e-02,1.574902826245989929e-02
1.380000000000000115e+00,4.391717874266571009e+00,5.056279993799029704e+00,3.504668355744553487e+00,3.504668355744553487e+00,-4.093939692817157860e-01,1.014135809726513404e+00,-1.994364043809701226e+00,-6.645621195324586949e-01,-1.900152433523636164e+00,1.221986178044346186e-02,-1.064314720665085201e-01
1.400000000000000133e+00,4.379035608547287239e+00,5.832248884267451139e+00,3.496282677150970741e+00,3.496282677150970741e+00,-4.192839296791334713e-01,8.376876299727968878e-01,-5.082935732558925279e-01,-1.453213275720163900e+00,-8.601003692697128944e-01,1.216161876331181210e-02,3.396451772505085787e-01
1.419999999999999929e+00,4.566559620574590639e+00,5.284621987497698292e+00,3.485247459459183794e+00,3.485247459459183794e+00,-5.517608845893418046e-01,8.256984904167765649e-01,-1.744053478781216526e+00,-7.180623669231076533e-01,-1.607425364889932817e+00,1.205276948663422561e-02,-1.486808833779177386e-01
1.439999999999999947e+00,4.759820285143383067e+00,5.936227357173381236e+00,3.474344065638129919e+00,3.474344065638129919e+00,-5.451696910527030759e-01,1.309419739213242728e+00,-4.858489492229541296e-01,-1.176407072029998169e+00,-6.664981619899803533e-01,1.200763654023175378e-02,1.686415762267944873e-01
1.459999999999999964e+00,4.487886278709416032e+00,4.909666205456563404e+00,3.460463090276818310e+00,3.460463090276818310e+00,-6.940487680655813563e-01,9.961139659862701112e-01,-2.033960461181485879e+00,-4.217799267471473712e-01,-1.839393169649235826e+00,1.188307920748385253e-02,-2.064503707397339349e-01
1.479999999999999982e+00,4.631147784451194127e+00,5.485785353402721221e+00,3.448019918303605102e+00,3.448019918303605102e+00,-6.221585986606612551e-01,1.558595839798550653e+00,2.485292598361987793e-02,-8.546375689515270935e-01,-3.537183946768189813e-01,1.185912662327739085e-02,3.667121940371614874e-01
1.500000000000000000e+00,4.623574294707426979e+00,5.101255046556525841e+00,3.434594199791869418e+00,3.434594199791869418e+00,-6.712859255867918984e-01,8.908652684656130916e-01,-1.113431867921967688e+00,-4.776807518490988613e-01,-1.095008044543023695e+00,1.178497647222959480e-02,-3.020879985117352895e-02
1.520000000000000018e+00,4.974182968166944718e+00,5.071042748725942850e+00,3.422552538014571599e+00,3.422552538014571599e+00,-6.020830888648822654e-01,1.452106501309837761e+00,2.074244163230390403e-02,-9.685978055899813199e-02,-1.613815395547680276e-01,1.177404827348809031e-02,1.703499329135838292e-01
1.540000000000000036e+00,4.857069630266210858e+00,4.996130844458241071e+00,3.411463643342004914e+00,3.411463643342004914e+00,-5.544447336283360173e-01,1.471070068859555491e+00,-1.256995364994200615e-01,-1.390612141920302136e-01,-2.717458604438596215e-01,1.175564658530055262e-02,1.342906773591390213e-01
1.560000000000000053e+00,4.617434565536738589e+00,4.679559166009835458e+00,3.400807814950598473e+00,3.400807814950598473e+00,-5.327914195703306044e-01,1.578691447680486526e+00,-3.379115930482820551e-01,-6.212460047309686928e-02,-4.809442742303081664e-01,1.172307870531330391e-02,1.313096024767128056e-01
1.580000000000000071e+00,4.529782424841787503e+00,4.787644708519517955e+00,3.391359695706778865e+00,3.391359695706778865e+00,-4.724059621909818540e-01,1.465197126974450148e+00,7.106315422315687136e-02,-2.578622836777304528e-01,-1.902164612834209012e-01,1.171019790557285140e-02,2.495694176010049281e-01
1.600000000000000089e+00,4.913440387191815972e+00,4.930582068899595605e+00,3.383441095428138645e+00,3.383441095428138645e+00,-3.959300139320197642e-01,1.176352470136158512e+00,2.923535203986387110e-01,-1.714168170777963240e-02,1.597605119138184870e-01,1.172101633393866915e-02,1.208719921508815687e-01
1.620000000000000107e+00,4.653825456185543885e+00,4.561042372046406612e+00,3.375661642989671751e+00,3.375661642989671751e+00,-3.889726219233439752e-01,9.950837187926527827e-01,-3.263560938452619853e-01,9.278308413913727293e-02,-3.514808981468456883e-01,1.169721526524526017e-02,1.342758903633843592e-02
1.640000000000000124e+00,4.533280743947208258e+00,4.846277287635221143e+00,3.368999875852926706e+00,3.368999875852926706e+00,-3.330883568372507431e-01,8.430904421073807109e-01,1.698700289375882910e-01,-3.129965436880128848e-01,-3.525726768598191202e-02,1.169721526524526017e-02,1.934300813583249568e-01
1.660000000000000142e+00,5.176923671286851381e+00,4.850051957320892448e+00,3.363854286684015094e+00,3.363854286684015094e+00,-2.572794584455849187e-01,1.112006540206038174e+00,4.250006270794075558e-01,3.268717139659589321e-01,4.199209072375704177e-01,1.172565085423929974e-02,-6.645931012402156446e-03
1.679999999999999938e+00,5.180643069557723912e+00,4.420961370557775716e+00,3.360073402146031452e+00,3.360073402146031452e+00,-1.890442268991742447e-01,1.695021483535854356e+00,4.250728570185217658e-01,7.596816989999481962e-01,4.198507125407759388e-01,1.175408168989166766e-02,-6.531937212145819821e-03
1.699999999999999956e+00,4.815874230442238613e+00,4.669716365391546553e+00,3.358115490326663455e+00,3.358115490326663455e+00,-9.789559096839287045e-02,1.571074910965157390e+00,7.224421324086396368e-01,1.461578650506920596e-01,5.015393320532678390e-01,1.178804419584173098e-02,2.091147561595300686e-01
1.719999999999999973e+00,5.126210782784158759e+00,4.391942888505552922e+00,3.357581520798610164e+00,3.357581520798610164e+00,-2.669847640267278277e-02,1.504862072253699390e+00,6.140755546888081451e-01,7.342678942786058371e-01,5.797479100886174797e-01,1.182730271573749492e-02,2.250034188445318439e-02
1.739999999999999991e+00,5.013677701183072877e+00,4.593091215510046510e+00,3.359012079052998700e+00,3.359012079052998700e+00,7.152791271943652329e-02,1.372447634202695665e+00,9.555654148184202779e-01,4.205864856730263668e-01,7.896032121004503690e-01,1.188077190962776204e-02,1.540814308083420792e-01
1.760000000000000009e+00,5.421850000013533233e+00,4.610346657778042534e+00,3.362443903154352931e+00,3.362443903154352931e+00,1.715912050677053657e-01,1.888747581749518734e+00,1.072160836202124878e+00,8.115033422354906989e-01,1.052523656319428236e+00,1.195204516509506230e-02,7.685134717601654897e-03
