1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
FC_ACC_X,FC_ACC_Y,FC_ACC_Z,FC_GYR_X,FC_GYR_Y,FC_GYR_Z,FC_MAG_X,FC_MAG_Y,FC_MAG_Z,FC_ALT_BAR,FC_ALT_FU,FC_ATT_ROL,FC_ATT_PIT,FC_ATT_YAW,FC_Votage,FC_SenserTMP,FC_CTRLOUT_PWM1,FC_CTRLOUT_PWM2,FC_CTRLOUT_PWM3,FC_CTRLOUT_PWM4,
-28,51,1365,-3,0,0,-117,644,-342,265.44,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,51,1365,-3,0,0,-114,646,-339,265.45,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,51,1365,-3,0,0,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,51,1365,-3,0,0,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,51,1365,-3,0,0,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,50,1364,0,-3,-1,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,50,1364,0,-3,-1,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,50,1364,0,-3,-1,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-26,47,1363,1,1,1,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-26,47,1363,1,1,1,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,52,1364,-2,1,2,-114,646,-339,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,52,1364,-2,1,2,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,52,1364,-2,1,2,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,52,1364,-2,1,2,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,52,1364,-2,1,2,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-32,50,1366,-2,0,0,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-32,50,1366,-2,0,0,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-32,50,1366,-2,0,0,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,49,1364,0,3,0,-114,638,-343,265.45,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,49,1364,0,3,0,-105,636,-327,265.47,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,49,1364,0,3,0,-105,636,-327,265.47,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,49,1364,0,3,0,-105,636,-327,265.47,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,49,1364,0,3,0,-105,636,-327,265.47,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,48,1364,1,0,2,-105,636,-327,265.47,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,48,1364,1,0,2,-105,636,-327,265.47,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,48,1364,1,0,2,-105,636,-327,265.47,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-29,50,1363,0,0,-1,-105,636,-327,265.47,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-29,50,1363,0,0,-1,-105,636,-327,265.47,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1365,-2,0,0,-105,636,-327,265.47,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1365,-2,0,0,-104,632,-329,265.46,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1365,-2,0,0,-104,632,-329,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,50,1365,-2,0,0,-104,632,-329,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,50,1365,-2,0,0,-104,632,-329,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-28,50,1365,-2,0,0,-104,632,-329,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-31,53,1365,-1,0,0,-104,632,-329,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-31,53,1365,-1,0,0,-104,632,-329,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-31,53,1365,-1,0,0,-104,632,-329,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1363,0,-1,1,-104,632,-329,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1363,0,-1,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1363,0,-1,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-27,50,1363,0,-1,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-27,50,1363,0,-1,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-29,52,1365,-3,-2,-1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-29,52,1365,-3,-2,-1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,52,1365,-3,-2,-1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-26,49,1364,3,0,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-26,49,1364,3,0,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1365,0,1,1,-127,655,-333,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1365,0,1,1,-128,648,-344,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1365,0,1,1,-128,648,-344,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1365,0,1,1,-128,648,-344,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,50,1365,0,1,1,-128,648,-344,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,50,1363,-1,-2,1,-128,648,-344,265.46,-1.36,1.92,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,50,1363,-1,-2,1,-128,648,-344,265.46,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-29,50,1363,-1,-2,1,-128,648,-344,265.46,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1364,-3,0,0,-128,648,-344,265.46,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1364,-3,0,0,-126,652,-343,265.43,-1.36,1.92,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1364,-3,0,0,-126,652,-343,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1364,-3,0,0,-126,652,-343,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-28,50,1364,-3,0,0,-126,652,-343,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-26,47,1364,-3,1,-1,-126,652,-343,265.43,-1.36,1.91,-1.08,90.12,15.47,40.3,0,0,0,0,
-26,47,1364,-3,1,-1,-126,652,-343,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-26,47,1364,-3,1,-1,-126,652,-343,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,48,1364,-2,2,-1,-126,652,-343,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,48,1364,-2,2,-1,-126,652,-343,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,51,1364,0,0,0,-126,652,-343,265.43,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,51,1364,0,0,0,-127,649,-327,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,51,1364,0,0,0,-127,649,-327,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,51,1364,0,0,0,-127,649,-327,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-27,51,1364,0,0,0,-127,649,-327,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
-29,53,1365,-1,0,0,-127,649,-327,265.46,-1.36,1.91,-1.08,90.13,15.47,40.3,0,0,0,0,
